MatchID,MatchIDinofficial,MatchDay,MatchNum,HomeTeam.TeamNameEN,AwayTeam.TeamNameEN,MatchTime
16b79db8-b517-48e0-9b68-ab292b5d64d3,20220501SUN59,SUN,59,Coritiba,Fluminense,2022-05-02 03:00:00
dddb46ba-c27d-4bb9-bd0d-58bd2e374e54,20220501SUN61,SUN,61,Sporting,Gil Vicente,2022-05-02 03:30:00
be31c018-d091-4c7f-b9b2-f5d1b5287c9e,20220501SUN62,SUN,62,Nashville SC,Philadelphia Union,2022-05-02 04:00:00
228169fa-eed4-4956-907e-afa5c75d4eec,20220501SUN64,SUN,64,Internacional,Avai,2022-05-02 06:00:00
c8259b1d-9b49-4c8f-aa68-b56f9c574a3b,20220501SUN66,SUN,66,Los Angeles FC,Minnesota Utd,2022-05-02 10:00:00
e9542d92-f5dc-4445-98ba-4b32e7107ba7,20220502MON1,MON,1,Salford City,Mansfield,2022-05-02 19:30:00
80e6312b-15bc-4c91-be7b-5aece672139f,20220502MON3,MON,3,Port Vale,Newport County,2022-05-02 22:00:00
c4b44e0f-84bb-4699-ba0b-b9793fd2c7cd,20220502MON6,MON,6,Fulham,Luton,2022-05-03 00:15:00
f183f8e9-9ade-4402-8f18-66d6a6f42b16,20220502MON8,MON,8,Goteborg,Kalmar,2022-05-03 01:00:00
9f920b4f-3253-4f8c-9381-2a2ec0e513aa,20220502MON9,MON,9,Norrkoping,Varnamo,2022-05-03 01:00:00
77a54dde-55ad-4297-b5cb-c38b0633f9e0,20220502MON10,MON,10,Hammarby,Malmo,2022-05-03 01:10:00
7b7abe95-a30f-4eb9-86ad-2e9b1af1452d,20220502MON11,MON,11,Leverkusen,Frankfurt,2022-05-03 02:30:00
05a4b3de-a095-4cc7-a55d-7f23f733dd0f,20220502MON12,MON,12,Monchengladbach,RB Leipzig,2022-05-03 02:30:00
ede3929d-2ac7-42ac-bc83-2cc0f2333f42,20220502MON13,MON,13,Atalanta,Salernitana,2022-05-03 02:45:00
ab012973-64b7-4668-946e-2fbf4ca2074c,20220502MON14,MON,14,Rodez,Toulouse,2022-05-03 02:45:00
9dcb7cc3-db84-4d7a-999f-331916c48161,20220502MON15,MON,15,Manchester Utd,Brentford,2022-05-03 03:00:00
e766509b-5dbb-4053-b407-2f983d6c62d0,20220502MON16,MON,16,Getafe,Betis,2022-05-03 03:00:00
2f4b75f2-1270-4e1f-9218-dc457ba9d293,20220502MON18,MON,18,Valladolid,Real Sociedad B,2022-05-03 03:00:00
05ab91fd-f914-4680-85e1-cd4870d6f890,20220502MON19,MON,19,Ferreira,Tondela,2022-05-03 03:15:00
a9f73684-d635-44d3-b55f-99e3aecc37cd,20220502MON22,MON,22,Sao Paulo,Santos,2022-05-03 07:00:00
